order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name_english,product_name_lenght,product_description_lenght,customer_unique_id,customer_city,customer_state,seller_city,seller_state
a1d83bc33177d956b86ece86d32b83b2,3900b7a92c1e4b0c5e251478cd747e16,delivered,2018-08-06 14:44:41,2018-08-14 17:28:29,2018-08-10 00:00:00,1,6abd84909e8ed79ef808c16f90b91093,da8622b14eb17ae2831f4ac5b9dab84a,29.9,7.47,1,boleto,1,37.37,42ddcbcd4140c6909ec9fbbca2608302,5,untitled,no comment,2018-08-15 00:00:00,2018-08-15 10:48:42,health_beauty,56.0,389.0,056fc0ee91e3ee0ca248736a6b84da62,guarulhos,SP,piracicaba,SP
40d61096a3c7681e431d0224b2eb6aab,845e343208c4d592a210f41d93ea218d,delivered,2017-11-25 12:05:04,2017-12-27 17:33:09,2017-12-18 00:00:00,1,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,24.5,15.1,1,credit_card,3,39.6,6f4c966ad3a871bead06a6a05610b2b0,1,untitled,"Bom dia. Comprei cinco itens e recebi três, Xbox Entregue, dois jogos Entregue, um carregador Entregue. Falta um controle do xbox e uma capa. Estou esperando PACIENTEMENTE.",2017-12-19 00:00:00,2017-12-19 12:28:00,consoles_games,49.0,100.0,1b02d1d56a0a0c2a60ca6334993ff0ba,rio de janeiro,RJ,dracena,SP
19a63dfb4e82d6891be7e35541f92a2b,d4fcb254f2c6ebf50c17180b99d046af,delivered,2017-04-07 22:07:35,2017-05-08 12:08:14,2017-05-11 00:00:00,1,f522bb1400b17373f48c625ccdcb3a13,d91fb3b7d041e83b64a00a3edfb37e4f,525.0,58.3,1,boleto,1,583.3,480238f95640ca48e0abc95e66a89fd6,5,untitled,no comment,2017-05-09 00:00:00,2017-05-10 11:39:37,garden_tools,43.0,396.0,a12b84183bdfdda2ebc41ba135c99caf,teotonio vilela,AL,praia grande,SP
3ac29c0eeeb73047c1eaf402ee857939,5b0a38ce9fd2cb2076feaffc61018bb6,delivered,2017-05-17 20:30:54,2017-06-05 14:28:10,2017-06-14 00:00:00,1,d32c445df9d36f1cdfc915ed14ee44cd,b335c59ab742f751a85db9c411a86739,73.9,19.76,1,credit_card,5,93.66,3651059a4eae10573e350858125fbd08,5,untitled,no comment,2017-06-06 00:00:00,2017-06-06 23:31:22,furniture_decor,52.0,1111.0,d525f364245c31dfc8483ac204d20d7f,caibi,SC,araguari,MG
7cc5f7da21653de1b71a6f4ad590e5a1,2f21a50c8c1214f27c501848fce8eb64,delivered,2017-01-26 23:33:35,2017-02-13 12:17:40,2017-03-10 00:00:00,1,da9278e44c4ae00f02a965792a392ea3,054694fa03fe82cec4b7551487331d74,439.0,24.54,1,credit_card,1,463.54,e6d268fe017db96dec33292dc3415ff2,4,untitled,"Prestar mais atenção na solicitação do pedido dos seus clientes, para não haver transtornos! ",2017-02-14 00:00:00,2017-02-22 01:56:45,home_appliances_2,54.0,635.0,1ccbae0dcd0c452b88a40c54f9d78401,ituporanga,SC,itajobi,SP
f2efe29fe1cac4dcbb6f53f87735245b,d3c3f43010ff2e66b79e764980f34e09,delivered,2017-10-27 18:29:43,2017-11-24 23:09:27,2017-12-01 00:00:00,1,f71f42e2381752836563b70beb542f80,85d9eb9ddc5d00ca9336a2219c97bb13,31.9,15.79,1,boleto,1,47.69,55ea0d5b0ee49b04ac3769d424d831a8,3,untitled,no comment,2017-11-25 00:00:00,2017-11-27 17:51:33,computers_accessories,34.0,1078.0,93d800caaef23e2c5b2312f3881a495e,vitoria,ES,belo horizonte,MG
d49132be94be94057aadb0fdd665943b,2f602347f836fb37d192a2bc4798a471,delivered,2018-01-17 09:42:34,2018-02-27 16:05:31,2018-02-22 00:00:00,1,e42ad1ff7ad0843110435858ec10a2c6,87b740daf17b5d1be335a64164ec6842,1399.99,127.52,1,credit_card,10,1027.0,0ee411952019a5db7430c2ea2e51596f,4,untitled,Produto como na descrição. Mas demorou muito pra chegar.,2018-02-24 00:00:00,2018-02-26 11:00:07,sports_leisure,49.0,1236.0,0cfb94f148a3f7b02123e6f64e6674f6,boa esperanca,RJ,suzano,SP
fffb9224b6fc7c43ebb0904318b10b5f,4d3abb73ceb86353aeadbe698aa9d5cb,delivered,2017-10-27 16:51:00,2017-11-17 19:41:42,2017-11-27 00:00:00,2,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,55.0,34.19,1,boleto,1,356.76,269edb5280ad1f999b5043c93cc4e845,4,untitled,no comment,2017-11-18 00:00:00,2017-11-18 22:50:50,watches_gifts,41.0,1159.0,f736308cd9952b33b90b9fe94da9c8f5,serra talhada,PE,sao goncalo,RJ
2591fdd6cc7718bac11436b57abd8163,0879c47e542184edf3c921d2fee17084,delivered,2018-02-12 14:01:37,2018-04-07 00:46:48,2018-03-07 00:00:00,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,49.9,17.6,1,credit_card,2,135.0,2fb8c2ee9119de200c34c8fb59d550da,1,untitled,"Não recebi meus produtos até hoje dia 11/03 . Os Correios não estão entregando as cartas,contas e as encomendas . A empresa deve usar empresas particulares. Paguei taxa de entrega e não recebi",2018-03-09 00:00:00,2018-03-11 10:40:01,garden_tools,58.0,340.0,747a3bde8936cc5b862993e65c1b5a48,rio de janeiro,RJ,sao jose do rio preto,SP
47cdb12caf2067098633bc9a0d3679f7,4d833833ec5cc5bb9e6c230820e4bc54,delivered,2018-06-24 11:32:26,2018-06-28 22:03:55,2018-07-16 00:00:00,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,119.99,25.0,1,credit_card,2,144.99,93aac2324dbb1b7ebf66f76faa695f79,5,untitled,no comment,2018-06-29 00:00:00,2018-06-30 01:23:27,computers_accessories,59.0,1893.0,9a9ca2ba7c7df7918e058df64a36c739,sao joao del rei,MG,ilicinea,MG
eb54c63c566516c6052fa30db3558c17,9b3f8363f2ee84afcec10865308f0687,delivered,2018-03-03 22:15:38,2018-03-16 01:41:10,2018-03-15 00:00:00,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,45.9,8.72,1,boleto,1,54.62,9f27a609c6598049da25eb334909d354,5,untitled,no comment,2018-03-17 00:00:00,2018-03-17 11:36:35,sports_leisure,39.0,772.0,45bf2943fd6a36a156c95c143aabe95d,osasco,SP,sao paulo,SP
4385f30f644c4a6964dfef0a175611c3,fd731dc437433b51a53811eefe992e99,delivered,2017-09-06 13:13:08,2017-10-06 11:33:06,2017-10-09 00:00:00,1,54af11c815f92135fb554bd9c97dd418,004c9cd9d87a3c30c522c48c4fc07416,69.9,38.04,1,credit_card,3,107.94,bc8447008129ac031c535f5f9e871cab,4,untitled,"Fiz o teste assim q recebi e amei, oliquido nao vazou da capa e foi entregue no prazo, produto de otima qualidade e muito lindo ja comprei ate outro produto da loja to aguardo chegar super recomedo",2017-10-07 00:00:00,2017-10-15 14:19:23,bed_bath_table,57.0,520.0,f310da55d942230c28e1b407b4991d16,penedo,AL,ibitinga,SP
157676ef5dfcf1a927e0b60948918946,2f828c8fd3bd532b883a922be810bd72,delivered,2017-08-26 19:30:47,2017-08-31 20:51:25,2017-09-19 00:00:00,1,d5991653e037ccb7af6ed7d94246b249,25c5c91f63607446a97b143d2d535d31,144.95,16.58,3,voucher,1,50.0,30bc018ad6c2bfb69db767b57042f81b,5,untitled,Gostei muito de fazer negócio com esta loja.,2017-09-01 00:00:00,2017-09-04 12:30:22,computers_accessories,42.0,363.0,d315173c9b21c1dd742e78e0ff472fb3,mata verde,MG,itauna,MG
d2176b03a3d39c462bb88f935ea12fb5,bb4c160ddf26300d42ed1c0a27ba83ed,delivered,2017-03-07 22:01:46,2017-03-14 09:17:49,2017-03-28 00:00:00,1,625a5d3dc87b556165f33a639f24bd4a,57fe6232e67823593374a2281d7a8af8,27.12,15.56,1,credit_card,4,42.68,b42b08d93208c7865a52effc58079249,4,untitled,no comment,2017-03-15 00:00:00,2017-03-16 21:53:17,books_general_interest,40.0,904.0,adfdb66b94b9b516eb6c94e98c723149,rio de janeiro,RJ,capivari,SP
06691ef50a126916cb2d45040258ee3c,9e9e7a5ee7c5e26e2782c06f0acfad1b,delivered,2017-05-16 23:09:07,2017-05-23 15:23:46,2017-06-07 00:00:00,1,4c6da5fa882447ab7e8d0fb767f8aa99,b1aaae6b66ad3c40f54b389d7ea4bee0,93.5,55.93,1,credit_card,2,149.43,ae44f5d4c251e1b25d936a1a7ad60c74,5,untitled,no comment,2017-05-24 00:00:00,2017-05-25 10:09:15,furniture_decor,63.0,1285.0,480aeafa3cef617d1e34d786a24b7634,rio de janeiro,RJ,sao paulo,SP
588085f388f3dd80c9c56681b47bf588,da6c87d5d7a19234100f5f9cce913a7b,delivered,2018-05-01 20:08:06,2018-06-17 20:42:22,2018-06-04 00:00:00,1,704ef63ad0ac345842ea734060a83db2,da8622b14eb17ae2831f4ac5b9dab84a,74.9,36.86,1,boleto,1,111.76,8ec93794b94de252c0d835882c41f7bb,1,Produto não chegou ,O produto ainda não chegou,2018-06-07 00:00:00,2018-06-09 10:29:16,bed_bath_table,55.0,249.0,19b4cb065aab4ec05c074ecad011f4a4,joao pessoa,PB,piracicaba,SP
276c37d3aa8872a9e3f7858b0fefa062,181512b829112330394f0fc0985980fe,delivered,2017-06-06 23:25:38,2017-06-12 11:37:44,2017-06-27 00:00:00,1,3a5d57db958f4fec143599e2c7113f17,4d6d651bd7684af3fffabd5f08d12e5a,113.9,12.3,1,credit_card,6,126.2,999a04967e2aa2100708250a50ffe7b2,5,untitled,no comment,2017-06-13 00:00:00,2017-06-14 01:14:15,sports_leisure,59.0,737.0,53632e7fa0eba9f4b346d4bb93068fde,marilia,SP,jau,SP
9260fe164cbc9a78f0fbea132c3072d7,2ce148b3f9b7dc18d6dcf55b2cd603fa,delivered,2017-11-24 15:43:48,2017-11-30 16:09:19,2017-12-14 00:00:00,1,f6496641c1737293bf3afc7732942d06,8b28d096634035667e8263d57ba3368c,39.9,11.85,2,credit_card,1,17.77,794393e3d972c8769fb3e12735114089,4,untitled,no comment,2017-12-01 00:00:00,2017-12-03 19:11:14,consoles_games,56.0,236.0,9ca9123755eb1cad8bce91226475ab4e,sao caetano do sul,SP,sao jose dos campos,SP
58c10b9936eee35a71e3c48a423f2ec2,eab1c61ab54fb656da04dfdeed580682,delivered,2017-04-10 23:32:40,2017-04-18 13:08:08,2017-05-16 00:00:00,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,49.9,14.52,1,credit_card,6,64.42,74666132ad66139c52cf3c04f5bdf5bf,5,untitled,no comment,2017-04-19 00:00:00,2017-04-20 00:59:45,fashion_bags_accessories,50.0,411.0,9128b404325e64a95b31473e17cccfde,pedro leopoldo,MG,sao paulo,SP
5678b9b26584bd229904c764c3ede0cc,4b03aaf6722747883384c563c62a4720,delivered,2017-11-25 20:26:00,2017-11-30 13:41:49,2017-12-11 00:00:00,1,f95dcd7b0926e47d0f20a9050aea2e9e,dbd66278cbfe1aa1000f90a217ca4695,69.5,11.73,1,credit_card,12,162.46,bd444e23cfcc80fc5d0d3e14ed16c3d1,4,untitled,no comment,2017-12-01 00:00:00,2017-12-12 13:15:27,electronics,58.0,2053.0,dcaac38731ae481cd795926a4f36ea74,santos,SP,sao paulo,SP
599397ef7d2f323138a290a4b33d20e2,3fa8a878ea8f9407cade40539961dac0,delivered,2017-11-24 20:11:08,2017-12-13 18:20:01,2017-12-15 00:00:00,1,1e1d5e507a02d77ca05f0fbd4783af9c,46dc3b2cc0980fb8ec44634e21d2718e,69.99,14.24,1,credit_card,4,84.23,12e8a48c4222bb11411ac98022e79f34,5,untitled,no comment,2017-12-14 00:00:00,2017-12-18 11:19:14,toys,48.0,273.0,181291e3c2a672cf11f60571ac99235d,belo horizonte,MG,rio de janeiro,RJ
258b933113e8f7411e255b6fbbf16dc2,050a44e2a689099514443c37f6b36c6f,delivered,2017-06-16 20:09:54,2017-06-27 16:11:35,2017-07-10 00:00:00,1,60495adb1f1a49c8aea75e5e56a47a48,0df3984f9dfb3d49ac6366acbd3bbb85,89.9,15.38,1,credit_card,1,105.28,53bb48ee7634ac95fb489a60cf1ec81d,4,untitled,no comment,2017-06-28 00:00:00,2017-07-01 19:30:17,health_beauty,54.0,2736.0,214742e7862ed2c70b22d62a8e68ad56,oriente,SP,betim,MG
d40d7acb41c23539b6b47ea86e260c28,a0b883e84e3ca2f19b01ab28d6fea42e,delivered,2018-08-06 21:01:40,2018-08-09 17:44:28,2018-08-10 00:00:00,1,83b6bc973e911a21b156247857bc0f59,ca4b77513ac2040591b0d8fae6958380,88.78,7.88,1,credit_card,4,96.66,b992577da048d386e438e1b05c2eabc0,5,untitled,no comment,2018-08-10 00:00:00,2018-08-12 23:46:05,health_beauty,35.0,592.0,8827ca79c092af8429d9d79bda2214f4,sao paulo,SP,sando andre,SP
b613ca30bb66f74ea668acd6bc87b51c,b4d31b960539289fbb32a396bbb935b6,delivered,2018-05-10 16:28:48,2018-05-14 23:16:48,2018-05-21 00:00:00,1,64874a0d6c1ec460c2f59886c51b9711,fe2032dab1a61af8794248c8196565c9,264.5,10.21,1,credit_card,8,274.71,2f3693c30b315acfa7353c346542f3af,5,untitled,no comment,2018-05-15 00:00:00,2018-05-31 16:29:16,perfumery,46.0,647.0,52fe912a8900e2dd1da709098ddcffcd,guarulhos,SP,campinas,SP
